session_id,station_id,city,charger_type,operator,start_time,end_time,duration_hrs,energy_kwh,vehicle_type,day_of_week,hour,is_weekend,wait_time_mins,revenue_inr,user_segment
SES000876,STA012,Bengaluru,AC Type 2 (7.4 kW),Bolt.Earth,2025-01-26 20:05:00,2025-01-26 20:59:00,0.9,6.3,Hyundai Kona Electric,Sunday,20,True,26.7,87.07,Fleet Driver
SES000877,STA021,Delhi,AC Type 2 (7.4 kW),Statiq,2025-01-16 07:45:00,2025-01-16 09:08:24,1.39,8.83,Tata Tigor EV,Thursday,7,False,3.4,122.38,Daily Commuter
SES000878,STA029,Mumbai,AC Type 2 (22 kW),Tata Power EZ Charge,2025-02-19 19:32:00,2025-02-19 20:05:36,0.56,10.39,Hyundai Kona Electric,Wednesday,19,False,26.2,150.24,Daily Commuter
SES000879,STA045,Hyderabad,AC Type 2 (7.4 kW),ChargeZone,2025-02-18 05:10:00,2025-02-18 08:02:48,2.88,19.4,BMW iX,Tuesday,5,False,8.0,250.07,Weekend User
SES000880,STA009,Bengaluru,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-01-20 08:09:00,2025-01-20 09:21:00,1.2,7.59,Tata Nexon EV,Monday,8,False,24.2,95.63,Daily Commuter
SES000881,STA014,Bengaluru,DC CHAdeMO (50 kW),Ather Grid,2025-02-09 18:28:00,2025-02-09 19:07:00,0.65,25.2,Hyundai Kona Electric,Sunday,18,True,13.2,498.71,Daily Commuter
SES000882,STA029,Mumbai,AC Type 2 (22 kW),Tata Power EZ Charge,2025-01-17 22:00:00,2025-01-17 22:55:48,0.93,20.36,Ola S1 Pro,Friday,22,False,6.2,294.41,Daily Commuter
SES000883,STA039,Pune,DC CHAdeMO (50 kW),Statiq,2025-03-05 20:34:00,2025-03-05 20:55:36,0.36,15.83,BMW iX,Wednesday,20,False,17.8,294.6,Weekend User
SES000884,STA023,Delhi,AC Type 2 (7.4 kW),ChargeZone,2025-01-31 09:42:00,2025-01-31 12:06:36,2.41,16.52,Mahindra XUV400,Friday,9,False,9.4,204.02,Daily Commuter
SES000885,STA043,Pune,DC CCS2 (50 kW),Bolt.Earth,2025-03-18 17:15:00,2025-03-18 17:45:36,0.51,21.33,Ola S1 Pro,Tuesday,17,False,5.5,362.82,Fleet Driver
SES000886,STA003,Bengaluru,AC Type 2 (7.4 kW),Bolt.Earth,2025-03-13 20:13:00,2025-03-13 21:25:36,1.21,7.8,Hyundai Kona Electric,Thursday,20,False,15.7,104.52,Daily Commuter
SES000887,STA002,Bengaluru,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-02-14 04:54:00,2025-02-14 06:15:00,1.35,8.21,BMW iX,Friday,4,False,2.6,102.71,Fleet Driver
SES000888,STA003,Bengaluru,AC Type 2 (7.4 kW),Bolt.Earth,2025-02-08 12:05:00,2025-02-08 14:11:36,2.11,12.01,Mahindra XUV400,Saturday,12,True,16.3,160.93,Weekend User
SES000889,STA031,Mumbai,AC Type 2 (7.4 kW),ChargeZone,2025-01-21 18:39:00,2025-01-21 19:34:12,0.92,6.73,BMW iX,Tuesday,18,False,15.3,84.26,Intercity Traveller
SES000890,STA036,Mumbai,DC CHAdeMO (50 kW),Ather Grid,2025-03-13 09:29:00,2025-03-13 10:03:48,0.58,26.27,Tata Tigor EV,Thursday,9,False,12.6,486.26,Weekend User
SES000891,STA018,Delhi,AC Type 2 (22 kW),BPCL EV Station,2025-01-12 18:20:00,2025-01-12 19:29:00,1.15,20.67,Mahindra XUV400,Sunday,18,True,22.1,334.65,Fleet Driver
SES000892,STA014,Bengaluru,DC CHAdeMO (50 kW),Ather Grid,2025-02-24 20:04:00,2025-02-24 20:41:48,0.63,28.43,Hyundai Kona Electric,Monday,20,False,13.3,562.63,Daily Commuter
SES000893,STA025,Delhi,AC Type 2 (22 kW),Ather Grid,2025-02-05 12:26:00,2025-02-05 13:14:36,0.81,14.57,Ather 450X,Wednesday,12,False,21.1,230.35,Fleet Driver
SES000894,STA025,Delhi,AC Type 2 (22 kW),Ather Grid,2025-01-14 16:40:00,2025-01-14 18:07:00,1.45,24.77,MG ZS EV,Tuesday,16,False,12.4,391.61,Intercity Traveller
SES000895,STA050,Hyderabad,DC CCS2 (50 kW),BPCL EV Station,2025-03-30 16:50:00,2025-03-30 17:14:00,0.4,19.72,Ola S1 Pro,Sunday,16,True,13.8,346.28,Daily Commuter
SES000896,STA050,Hyderabad,DC CCS2 (50 kW),BPCL EV Station,2025-02-10 10:36:00,2025-02-10 11:01:12,0.42,18.83,Tata Tigor EV,Monday,10,False,12.7,330.65,Weekend User
SES000897,STA035,Mumbai,DC CCS2 (150 kW),BPCL EV Station,2025-03-20 16:33:00,2025-03-20 16:57:36,0.41,56.58,BYD Atto 3,Thursday,16,False,9.9,1291.16,Intercity Traveller
SES000898,STA034,Mumbai,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-01-24 21:14:00,2025-01-24 23:17:36,2.06,12.4,Ather 450X,Friday,21,False,15.8,152.15,Daily Commuter
SES000899,STA006,Bengaluru,DC CCS2 (150 kW),BPCL EV Station,2025-01-04 13:50:00,2025-01-04 14:10:24,0.34,50.46,Ather 450X,Saturday,13,True,18.6,1223.65,Fleet Driver
SES000900,STA017,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-02-23 13:21:00,2025-02-23 14:31:12,1.17,7.95,Ather 450X,Sunday,13,True,11.3,112.41,Daily Commuter
SES000901,STA038,Pune,AC Type 2 (7.4 kW),BPCL EV Station,2025-01-26 17:16:00,2025-01-26 20:13:00,2.95,16.93,Ola S1 Pro,Sunday,17,True,12.9,213.66,Daily Commuter
SES000902,STA006,Bengaluru,DC CCS2 (150 kW),BPCL EV Station,2025-03-12 11:00:00,2025-03-12 11:13:48,0.23,32.33,Tata Tigor EV,Wednesday,11,False,11.1,784.0,Daily Commuter
SES000903,STA040,Pune,AC Type 2 (22 kW),Statiq,2025-03-14 17:01:00,2025-03-14 18:25:36,1.41,26.63,Ather 450X,Friday,17,False,10.8,374.95,Daily Commuter
SES000904,STA045,Hyderabad,AC Type 2 (7.4 kW),ChargeZone,2025-02-13 21:30:00,2025-02-13 23:52:48,2.38,13.25,Tata Nexon EV,Thursday,21,False,8.0,170.79,Fleet Driver
SES000905,STA044,Pune,DC CCS2 (50 kW),Zeon Charging,2025-03-03 08:29:00,2025-03-03 09:03:48,0.58,26.2,Kia EV6,Monday,8,False,10.5,456.93,Weekend User
SES000906,STA046,Hyderabad,AC Type 2 (7.4 kW),ChargeZone,2025-03-01 19:26:00,2025-03-01 21:47:36,2.36,13.5,Tata Nexon EV,Saturday,19,True,23.4,167.53,Fleet Driver
SES000907,STA015,Delhi,DC CCS2 (50 kW),Statiq,2025-02-08 15:43:00,2025-02-08 16:07:36,0.41,19.87,Kia EV6,Saturday,15,True,6.1,383.89,Daily Commuter
SES000908,STA045,Hyderabad,AC Type 2 (7.4 kW),ChargeZone,2025-03-15 17:51:00,2025-03-15 19:12:36,1.36,8.17,Tata Tigor EV,Saturday,17,True,9.5,105.31,Daily Commuter
SES000909,STA016,Delhi,DC CHAdeMO (50 kW),Zeon Charging,2025-01-20 11:01:00,2025-01-20 11:22:36,0.36,15.57,Mahindra XUV400,Monday,11,False,15.4,308.91,Fleet Driver
SES000910,STA009,Bengaluru,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-01-22 16:24:00,2025-01-22 18:39:35,2.26,12.88,MG ZS EV,Wednesday,16,False,18.4,162.29,Weekend User
SES000911,STA034,Mumbai,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-02-09 17:20:00,2025-02-09 20:13:24,2.89,20.52,Ola S1 Pro,Sunday,17,True,15.5,251.78,Daily Commuter
SES000912,STA021,Delhi,AC Type 2 (7.4 kW),Statiq,2025-03-05 21:23:00,2025-03-06 00:14:00,2.85,18.69,Ola S1 Pro,Wednesday,21,False,18.4,259.04,Daily Commuter
SES000913,STA038,Pune,AC Type 2 (7.4 kW),BPCL EV Station,2025-02-08 09:23:00,2025-02-08 10:35:00,1.2,8.03,Ather 450X,Saturday,9,True,18.3,101.34,Weekend User
SES000914,STA023,Delhi,AC Type 2 (7.4 kW),ChargeZone,2025-02-26 15:51:00,2025-02-26 17:46:12,1.92,10.9,Kia EV6,Wednesday,15,False,14.4,134.62,Daily Commuter
SES000915,STA043,Pune,DC CCS2 (50 kW),Bolt.Earth,2025-02-13 21:46:00,2025-02-13 22:15:24,0.49,24.01,Ola S1 Pro,Thursday,21,False,21.4,408.41,Fleet Driver
SES000916,STA040,Pune,AC Type 2 (22 kW),Statiq,2025-01-19 18:06:00,2025-01-19 18:52:12,0.77,14.27,Kia EV6,Sunday,18,True,29.8,200.92,Fleet Driver
SES000917,STA022,Delhi,DC CCS2 (150 kW),BPCL EV Station,2025-01-17 09:02:00,2025-01-17 09:30:12,0.47,64.62,Kia EV6,Friday,9,False,12.8,1569.62,Daily Commuter
SES000918,STA041,Pune,AC Type 2 (7.4 kW),Statiq,2025-02-09 21:43:00,2025-02-09 23:53:12,2.17,13.04,MG ZS EV,Sunday,21,True,23.3,151.79,Daily Commuter
SES000919,STA031,Mumbai,AC Type 2 (7.4 kW),ChargeZone,2025-01-06 08:49:00,2025-01-06 11:09:24,2.34,14.84,Ola S1 Pro,Monday,8,False,27.0,185.8,Daily Commuter
SES000920,STA016,Delhi,DC CHAdeMO (50 kW),Zeon Charging,2025-02-09 16:13:00,2025-02-09 16:56:12,0.72,27.58,Ather 450X,Sunday,16,True,7.2,547.19,Daily Commuter
SES000921,STA032,Mumbai,DC CCS2 (50 kW),BPCL EV Station,2025-03-10 11:28:00,2025-03-10 12:08:48,0.68,27.99,Ola S1 Pro,Monday,11,False,10.1,503.54,Daily Commuter
SES000922,STA026,Delhi,AC Type 2 (7.4 kW),Ather Grid,2025-02-05 08:39:00,2025-02-05 10:04:48,1.43,9.27,MG ZS EV,Wednesday,8,False,16.8,114.48,Daily Commuter
SES000923,STA007,Bengaluru,DC CCS2 (150 kW),Bolt.Earth,2025-02-14 16:17:00,2025-02-14 16:30:12,0.22,28.8,Ola S1 Pro,Friday,16,False,8.5,703.3,Intercity Traveller
SES000924,STA044,Pune,DC CCS2 (50 kW),Zeon Charging,2025-01-22 07:39:00,2025-01-22 08:15:36,0.61,24.86,Kia EV6,Wednesday,7,False,16.2,433.56,Daily Commuter
SES000925,STA032,Mumbai,DC CCS2 (50 kW),BPCL EV Station,2025-01-17 03:57:00,2025-01-17 04:21:00,0.4,15.8,MG ZS EV,Friday,3,False,5.4,284.24,Daily Commuter
SES000926,STA034,Mumbai,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-01-12 13:11:00,2025-01-12 15:45:48,2.58,17.59,BMW iX,Sunday,13,True,14.7,215.83,Fleet Driver
SES000927,STA017,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-30 17:39:00,2025-03-30 18:39:00,1.0,6.08,Tata Tigor EV,Sunday,17,True,7.6,85.97,Fleet Driver
SES000928,STA049,Hyderabad,DC CCS2 (150 kW),Zeon Charging,2025-03-27 20:05:00,2025-03-27 20:26:00,0.35,46.4,BYD Atto 3,Thursday,20,False,14.9,1031.01,Intercity Traveller
SES000929,STA033,Mumbai,AC Type 2 (7.4 kW),NTPC Vidyut,2025-01-12 19:58:00,2025-01-12 21:31:00,1.55,9.62,MG ZS EV,Sunday,19,True,22.4,106.3,Intercity Traveller
SES000930,STA022,Delhi,DC CCS2 (150 kW),BPCL EV Station,2025-03-29 16:49:00,2025-03-29 17:06:24,0.29,42.56,Ather 450X,Saturday,16,True,13.7,1033.78,Weekend User
SES000931,STA013,Bengaluru,DC CHAdeMO (50 kW),ChargeZone,2025-01-19 20:39:00,2025-01-19 21:22:48,0.73,30.36,Tata Tigor EV,Sunday,20,True,19.4,612.36,Daily Commuter
SES000932,STA038,Pune,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-31 21:21:00,2025-04-01 00:13:12,2.87,20.58,Tata Tigor EV,Monday,21,False,4.9,259.72,Intercity Traveller
SES000933,STA017,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-01-04 06:07:00,2025-01-04 07:05:48,0.98,6.15,BYD Atto 3,Saturday,6,True,4.9,86.96,Fleet Driver
SES000934,STA027,Mumbai,AC Type 2 (7.4 kW),Bolt.Earth,2025-02-06 19:38:00,2025-02-06 20:49:24,1.19,8.5,Kia EV6,Thursday,19,False,34.9,108.2,Daily Commuter
SES000935,STA004,Bengaluru,AC Type 2 (7.4 kW),BPCL EV Station,2025-01-14 12:41:00,2025-01-14 14:57:12,2.27,16.12,Ola S1 Pro,Tuesday,12,False,18.1,227.94,Intercity Traveller
SES000936,STA029,Mumbai,AC Type 2 (22 kW),Tata Power EZ Charge,2025-02-21 17:15:00,2025-02-21 18:11:24,0.94,18.67,Kia EV6,Friday,17,False,16.0,269.97,Daily Commuter
SES000937,STA010,Bengaluru,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-03 12:21:00,2025-03-03 13:27:36,1.11,7.54,BMW iX,Monday,12,False,18.8,92.67,Daily Commuter
SES000938,STA026,Delhi,AC Type 2 (7.4 kW),Ather Grid,2025-02-25 16:21:00,2025-02-25 17:37:12,1.27,7.32,Ather 450X,Tuesday,16,False,6.4,90.4,Daily Commuter
SES000939,STA034,Mumbai,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-03-27 07:59:00,2025-03-27 09:06:12,1.12,6.22,BYD Atto 3,Thursday,7,False,13.9,76.32,Daily Commuter
SES000940,STA005,Bengaluru,AC Type 2 (7.4 kW),Zeon Charging,2025-03-18 14:35:00,2025-03-18 16:29:36,1.91,11.17,BYD Atto 3,Tuesday,14,False,15.6,140.3,Daily Commuter
SES000941,STA033,Mumbai,AC Type 2 (7.4 kW),NTPC Vidyut,2025-02-21 07:06:00,2025-02-21 08:02:24,0.94,5.25,BMW iX,Friday,7,False,5.5,58.01,Fleet Driver
SES000942,STA031,Mumbai,AC Type 2 (7.4 kW),ChargeZone,2025-02-18 12:41:00,2025-02-18 13:40:24,0.99,5.9,MG ZS EV,Tuesday,12,False,9.7,73.87,Daily Commuter
SES000943,STA036,Mumbai,DC CHAdeMO (50 kW),Ather Grid,2025-01-18 20:57:00,2025-01-18 21:30:00,0.55,24.8,Tata Nexon EV,Saturday,20,True,12.1,459.05,Fleet Driver
SES000944,STA014,Bengaluru,DC CHAdeMO (50 kW),Ather Grid,2025-03-26 08:34:00,2025-03-26 08:59:12,0.42,20.79,BMW iX,Wednesday,8,False,14.2,411.43,Intercity Traveller
SES000945,STA015,Delhi,DC CCS2 (50 kW),Statiq,2025-01-26 10:56:00,2025-01-26 11:31:24,0.59,26.23,BMW iX,Sunday,10,True,3.1,506.76,Fleet Driver
SES000946,STA021,Delhi,AC Type 2 (7.4 kW),Statiq,2025-03-28 11:59:00,2025-03-28 13:57:12,1.97,13.47,Tata Tigor EV,Friday,11,False,2.6,186.69,Weekend User
SES000947,STA019,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-16 00:32:00,2025-03-16 02:51:48,2.33,13.67,Hyundai Kona Electric,Sunday,0,True,0.0,169.23,Weekend User
SES000948,STA049,Hyderabad,DC CCS2 (150 kW),Zeon Charging,2025-01-08 12:35:00,2025-01-08 13:02:36,0.46,62.64,Tata Nexon EV,Wednesday,12,False,16.0,1391.86,Fleet Driver
SES000949,STA042,Pune,AC Type 2 (22 kW),Statiq,2025-02-15 07:18:00,2025-02-15 08:19:48,1.03,17.65,Ather 450X,Saturday,7,True,4.4,244.45,Daily Commuter
SES000950,STA034,Mumbai,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-03-17 13:20:00,2025-03-17 14:50:36,1.51,8.78,Mahindra XUV400,Monday,13,False,14.3,107.73,Daily Commuter
SES000951,STA022,Delhi,DC CCS2 (150 kW),BPCL EV Station,2025-03-11 09:11:00,2025-03-11 09:35:36,0.41,49.3,Ather 450X,Tuesday,9,False,18.3,1197.5,Intercity Traveller
SES000952,STA014,Bengaluru,DC CHAdeMO (50 kW),Ather Grid,2025-02-16 20:09:00,2025-02-16 20:34:12,0.42,18.42,Hyundai Kona Electric,Sunday,20,True,17.8,364.53,Daily Commuter
SES000953,STA034,Mumbai,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-01-10 18:09:00,2025-01-10 19:50:24,1.69,9.44,BYD Atto 3,Friday,18,False,31.1,115.83,Fleet Driver
SES000954,STA039,Pune,DC CHAdeMO (50 kW),Statiq,2025-01-18 07:41:00,2025-01-18 08:16:24,0.59,27.2,BYD Atto 3,Saturday,7,True,3.4,506.19,Weekend User
SES000955,STA029,Mumbai,AC Type 2 (22 kW),Tata Power EZ Charge,2025-03-31 17:27:00,2025-03-31 18:12:00,0.75,12.42,BYD Atto 3,Monday,17,False,14.4,179.59,Intercity Traveller
SES000956,STA017,Delhi,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-12 20:24:00,2025-03-12 23:01:48,2.63,18.59,Hyundai Kona Electric,Wednesday,20,False,27.8,262.86,Daily Commuter
SES000957,STA035,Mumbai,DC CCS2 (150 kW),BPCL EV Station,2025-01-01 17:54:00,2025-01-01 18:21:00,0.45,58.81,Kia EV6,Wednesday,17,False,18.5,1342.04,Daily Commuter
SES000958,STA049,Hyderabad,DC CCS2 (150 kW),Zeon Charging,2025-03-11 17:02:00,2025-03-11 17:22:24,0.34,40.59,BMW iX,Tuesday,17,False,9.9,901.91,Intercity Traveller
SES000959,STA048,Hyderabad,DC CCS2 (150 kW),Zeon Charging,2025-02-17 08:30:00,2025-02-17 08:57:36,0.46,66.97,MG ZS EV,Monday,8,False,13.0,1446.55,Daily Commuter
SES000960,STA037,Pune,AC Type 2 (7.4 kW),Bolt.Earth,2025-03-09 23:48:00,2025-03-10 01:25:12,1.62,11.4,BYD Atto 3,Sunday,23,True,5.7,132.01,Intercity Traveller
SES000961,STA012,Bengaluru,AC Type 2 (7.4 kW),Bolt.Earth,2025-03-08 20:05:00,2025-03-08 22:51:48,2.78,16.48,MG ZS EV,Saturday,20,True,23.2,227.75,Fleet Driver
SES000962,STA029,Mumbai,AC Type 2 (22 kW),Tata Power EZ Charge,2025-03-11 20:19:00,2025-03-11 21:47:12,1.47,24.79,Tata Tigor EV,Tuesday,20,False,7.8,358.46,Intercity Traveller
SES000963,STA045,Hyderabad,AC Type 2 (7.4 kW),ChargeZone,2025-01-02 14:32:00,2025-01-02 16:44:36,2.21,12.57,BMW iX,Thursday,14,False,17.0,162.03,Fleet Driver
SES000964,STA014,Bengaluru,DC CHAdeMO (50 kW),Ather Grid,2025-02-23 12:51:00,2025-02-23 13:21:36,0.51,25.48,Hyundai Kona Electric,Sunday,12,True,13.5,504.25,Daily Commuter
SES000965,STA038,Pune,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-18 19:46:00,2025-03-18 21:46:35,2.01,12.35,Ola S1 Pro,Tuesday,19,False,16.8,155.86,Daily Commuter
SES000966,STA003,Bengaluru,AC Type 2 (7.4 kW),Bolt.Earth,2025-03-02 15:36:00,2025-03-02 17:11:24,1.59,9.03,Ola S1 Pro,Sunday,15,True,4.1,121.0,Fleet Driver
SES000967,STA004,Bengaluru,AC Type 2 (7.4 kW),BPCL EV Station,2025-03-21 03:31:00,2025-03-21 05:05:48,1.58,10.13,Kia EV6,Friday,3,False,5.9,143.24,Daily Commuter
SES000968,STA014,Bengaluru,DC CHAdeMO (50 kW),Ather Grid,2025-02-05 10:39:00,2025-02-05 11:16:48,0.63,23.69,Ola S1 Pro,Wednesday,10,False,17.4,468.83,Daily Commuter
SES000969,STA028,Mumbai,AC Type 2 (22 kW),NTPC Vidyut,2025-01-15 17:58:00,2025-01-15 18:41:12,0.72,14.5,Hyundai Kona Electric,Wednesday,17,False,12.0,190.39,Fleet Driver
SES000970,STA038,Pune,AC Type 2 (7.4 kW),BPCL EV Station,2025-02-17 20:16:00,2025-02-17 22:49:36,2.56,17.87,Ather 450X,Monday,20,False,19.0,225.52,Intercity Traveller
SES000971,STA050,Hyderabad,DC CCS2 (50 kW),BPCL EV Station,2025-03-09 20:21:00,2025-03-09 20:54:36,0.56,21.47,Hyundai Kona Electric,Sunday,20,True,21.3,377.01,Intercity Traveller
SES000972,STA050,Hyderabad,DC CCS2 (50 kW),BPCL EV Station,2025-01-20 20:48:00,2025-01-20 21:27:36,0.66,30.95,Mahindra XUV400,Monday,20,False,26.3,543.48,Daily Commuter
SES000973,STA010,Bengaluru,AC Type 2 (7.4 kW),BPCL EV Station,2025-02-26 19:10:00,2025-02-26 21:43:36,2.56,16.66,Tata Tigor EV,Wednesday,19,False,22.0,204.75,Daily Commuter
SES000974,STA003,Bengaluru,AC Type 2 (7.4 kW),Bolt.Earth,2025-02-03 19:07:00,2025-02-03 21:16:00,2.15,14.88,BYD Atto 3,Monday,19,False,15.7,199.39,Daily Commuter
SES000975,STA046,Hyderabad,AC Type 2 (7.4 kW),ChargeZone,2025-02-08 14:48:00,2025-02-08 15:55:47,1.13,6.68,Ather 450X,Saturday,14,True,12.5,82.9,Daily Commuter
SES000976,STA025,Delhi,AC Type 2 (22 kW),Ather Grid,2025-02-19 14:09:00,2025-02-19 15:33:36,1.41,29.15,Mahindra XUV400,Wednesday,14,False,13.3,460.86,Daily Commuter
SES000977,STA048,Hyderabad,DC CCS2 (150 kW),Zeon Charging,2025-02-27 12:20:00,2025-02-27 12:42:48,0.38,52.07,Tata Nexon EV,Thursday,12,False,17.0,1124.71,Daily Commuter
SES000978,STA021,Delhi,AC Type 2 (7.4 kW),Statiq,2025-03-10 18:54:00,2025-03-10 21:04:12,2.17,12.67,Ola S1 Pro,Monday,18,False,22.7,175.61,Daily Commuter
SES000979,STA031,Mumbai,AC Type 2 (7.4 kW),ChargeZone,2025-02-04 20:16:00,2025-02-04 22:05:12,1.82,12.51,Mahindra XUV400,Tuesday,20,False,14.8,156.63,Intercity Traveller
SES000980,STA032,Mumbai,DC CCS2 (50 kW),BPCL EV Station,2025-03-28 19:46:00,2025-03-28 20:13:36,0.46,18.64,Ather 450X,Friday,19,False,16.7,335.33,Intercity Traveller
SES000981,STA015,Delhi,DC CCS2 (50 kW),Statiq,2025-03-28 18:11:00,2025-03-28 18:36:12,0.42,17.98,Tata Nexon EV,Friday,18,False,18.1,347.37,Fleet Driver
SES000982,STA025,Delhi,AC Type 2 (22 kW),Ather Grid,2025-01-09 00:06:00,2025-01-09 00:47:24,0.69,11.68,BYD Atto 3,Thursday,0,False,7.5,184.66,Daily Commuter
SES000983,STA002,Bengaluru,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-02-06 10:02:00,2025-02-06 12:21:12,2.32,14.52,MG ZS EV,Thursday,10,False,13.6,181.65,Daily Commuter
SES000984,STA011,Bengaluru,AC Type 2 (22 kW),Bolt.Earth,2025-03-18 18:53:00,2025-03-18 20:11:00,1.3,23.39,BMW iX,Tuesday,18,False,23.2,339.86,Fleet Driver
SES000985,STA007,Bengaluru,DC CCS2 (150 kW),Bolt.Earth,2025-01-16 07:38:00,2025-01-16 08:02:36,0.41,50.18,BMW iX,Thursday,7,False,9.9,1225.4,Fleet Driver
SES000986,STA009,Bengaluru,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-01-24 21:44:00,2025-01-24 23:12:48,1.48,8.95,Ola S1 Pro,Friday,21,False,18.8,112.77,Intercity Traveller
SES000987,STA050,Hyderabad,DC CCS2 (50 kW),BPCL EV Station,2025-01-10 18:59:00,2025-01-10 19:23:36,0.41,18.94,Mahindra XUV400,Friday,18,False,20.3,332.59,Fleet Driver
SES000988,STA013,Bengaluru,DC CHAdeMO (50 kW),ChargeZone,2025-03-27 19:20:00,2025-03-27 19:46:24,0.44,20.14,MG ZS EV,Thursday,19,False,13.2,406.22,Daily Commuter
SES000989,STA050,Hyderabad,DC CCS2 (50 kW),BPCL EV Station,2025-01-08 12:21:00,2025-01-08 13:01:12,0.67,31.64,Ola S1 Pro,Wednesday,12,False,12.5,555.6,Weekend User
SES000990,STA023,Delhi,AC Type 2 (7.4 kW),ChargeZone,2025-02-03 09:04:00,2025-02-03 10:01:00,0.95,6.5,Ather 450X,Monday,9,False,16.9,80.27,Fleet Driver
SES000991,STA007,Bengaluru,DC CCS2 (150 kW),Bolt.Earth,2025-01-23 18:06:00,2025-01-23 18:24:36,0.31,39.9,Mahindra XUV400,Thursday,18,False,19.7,974.36,Daily Commuter
SES000992,STA034,Mumbai,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-03-24 08:28:00,2025-03-24 09:18:24,0.84,5.7,MG ZS EV,Monday,8,False,9.2,69.94,Daily Commuter
SES000993,STA037,Pune,AC Type 2 (7.4 kW),Bolt.Earth,2025-01-10 16:16:00,2025-01-10 17:44:48,1.48,10.67,Tata Nexon EV,Friday,16,False,9.4,123.56,Weekend User
SES000994,STA046,Hyderabad,AC Type 2 (7.4 kW),ChargeZone,2025-01-20 18:00:00,2025-01-20 20:46:48,2.78,20.55,Mahindra XUV400,Monday,18,False,21.7,255.03,Daily Commuter
SES000995,STA027,Mumbai,AC Type 2 (7.4 kW),Bolt.Earth,2025-03-31 12:25:00,2025-03-31 15:01:36,2.61,18.56,Kia EV6,Monday,12,False,18.3,236.27,Fleet Driver
SES000996,STA041,Pune,AC Type 2 (7.4 kW),Statiq,2025-03-04 14:25:00,2025-03-04 15:19:00,0.9,5.15,MG ZS EV,Tuesday,14,False,3.3,59.95,Intercity Traveller
SES000997,STA040,Pune,AC Type 2 (22 kW),Statiq,2025-01-01 12:44:00,2025-01-01 14:14:00,1.5,27.44,BYD Atto 3,Wednesday,12,False,19.8,386.36,Daily Commuter
SES000998,STA016,Delhi,DC CHAdeMO (50 kW),Zeon Charging,2025-03-10 22:22:00,2025-03-10 23:03:24,0.69,34.48,Ola S1 Pro,Monday,22,False,14.1,684.08,Daily Commuter
SES000999,STA005,Bengaluru,AC Type 2 (7.4 kW),Zeon Charging,2025-03-22 23:41:00,2025-03-23 00:58:24,1.29,7.26,Kia EV6,Saturday,23,True,0.9,91.19,Weekend User
SES001000,STA036,Mumbai,DC CHAdeMO (50 kW),Ather Grid,2025-02-13 07:29:00,2025-02-13 07:49:24,0.34,14.28,Ola S1 Pro,Thursday,7,False,7.8,264.32,Fleet Driver
SES001001,STA031,Mumbai,AC Type 2 (7.4 kW),ChargeZone,2025-01-23 16:24:00,2025-01-23 18:54:36,2.51,16.56,Ola S1 Pro,Thursday,16,False,16.4,207.33,Fleet Driver
SES001002,STA023,Delhi,AC Type 2 (7.4 kW),ChargeZone,2025-01-14 18:22:00,2025-01-14 19:38:12,1.27,7.08,BYD Atto 3,Tuesday,18,False,11.4,87.44,Fleet Driver
SES001003,STA034,Mumbai,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-01-18 02:01:00,2025-01-18 04:29:12,2.47,16.56,BMW iX,Saturday,2,True,3.5,203.19,Daily Commuter
SES001004,STA030,Mumbai,DC CCS2 (150 kW),NTPC Vidyut,2025-02-19 06:34:00,2025-02-19 06:56:12,0.37,50.29,BYD Atto 3,Wednesday,6,False,9.5,1103.36,Intercity Traveller
SES001005,STA002,Bengaluru,AC Type 2 (7.4 kW),Tata Power EZ Charge,2025-02-27 22:01:00,2025-02-28 00:42:24,2.69,17.85,Tata Nexon EV,Thursday,22,False,11.7,223.3,Daily Commuter
SES001006,STA039,Pune,DC CHAdeMO (50 kW),Statiq,2025-01-06 13:13:00,2025-01-06 13:52:00,0.65,27.97,Kia EV6,Monday,13,False,13.1,520.52,Intercity Traveller
SES001007,STA008,Bengaluru,DC CCS2 (50 kW),Ather Grid,2025-03-28 21:34:00,2025-03-28 22:11:48,0.63,26.69,BMW iX,Friday,21,False,18.5,521.26,Daily Commuter
